"Price"	"Name"
84593	"Dell"
61335	"HP"
102436	"Lenovo"
103575	"HP"
65974	"Dell"
72948	"Newest"
74147	"Lenovo"
39504	"HP"
38990	"Dell"
82861	"HP"
72000	"2017"
28980	"Dell"
39980	"Dell"
21485	"Dell"
64865	"2017"
44999	"Dell"
71264.43	"Asus"
71832	"2017"
48926	"2017"
92052	"Dell"
42351	"Lenovo"
29571	"Samsung"
50177	"Lenovo"
63726	"Newest"
36000	"2017"
81943	"DELL"
99999	"HP"
50167	"2017"
77943.44	"2017"
65852	"2017"
71526	"Dell"
70900	"2016"
64520	"2016"
38990	"2016"
82861	"HP"
28980	"Dell"
39980	"Dell"
21485	"Dell"
65852	"2016"
71526	"2016"
70900	"2016"
81018	"HP"
60312	"2017"
47787	"Newest"
118375	"Dell"
80348	"Top"
85199	"Dell"
32200	"2016"
84329	"DELL"
113480	"Dell"
355	"2018"
5795	"Saco"
76251	"DELL"
84220	"HP"
38450	"Premium"
77389	"2016"
133133	"2017"
70672	"Newest"
38990	"Newest"
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
28980	"Dell"
39980	"Dell"
21485	"Dell"
76251	"Toshiba"
101298	"HP"
49039	"Lenovo"
107104	"Dell"
33500	"HP"
160707.15	"ASUS"
97525	"Scotchblue"
32356	"Lenovo"
54850	"2016"
68052	"HP"
69528	"Toshiba"
158017	"Lenovo"
104827	"Lenovo"
26081.2	"TS"
67241	"2017"
79200	"Dell"
60852	"HP"
84075	"2017"
118075	"Acer"
59510	"HP"
38990	"2015"
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
28980	"Dell"
39980	"Dell"
21485	"Dell"
188445	"Dell"
50064	"Lenovo"
118175	"2017"
27490.07	"New"
62411	"Dell"
53593	"HP"
101288	"Lenovo"
101298	"2017"
139971	"2017"
133233	"2017"
355	"Dell"
95718	"Dell"
83741	"Saco"
148290	"Lenovo"
32790	"Dell"
115999	"Dell"
97882	"Acer"
51145	"DELL"
38990	"ASUS"
82861	"2017"
72000	"DELL"
28980	"Dell"
39980	"Dell"
21485	"Dell"
97882	"2017"
51145	"DELL"
61450	"17.3\""
63576	"HP"
58147	"HP"
54619	"Premium"
55757	"2017"
87843	"Dell"
145178	"Dell"
82958	"HP"
29992	"2017"
36890	"HP"
110948	"Premium"
34594	"MVS"
106990	"Top"
22155.66	"Dell"
131126	"Lenovo"
25017	"Dell"
38352	"Lenovo"
100272	"HP"
38990	"Newest"
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
28980	"Dell"
39980	"Dell"
21485	"Dell"
55870	"Dell"
43234	"2017"
47776	"HP"
72835	"2017"
109256	"Top"
89913	"ASUS"
66499	"2017"
84220	"Asus"
62590	"HP"
46649	"New"
138245	"2017"
95849	"Lenovo"
59979	"DELL"
15751.99	"Acer"
35376	"CTL"
106305	"2017"
178306	"Lenovo"
57835.8	"Dell"
73544	"2017"
74213	"Samsung"
38990	"2016"
28980	"Dell"
39980	"Dell"
21485	"Dell"
53189	"Newest"
60990	"Lenovo"
127010	"Asus"
99818	"lenovo"
116098	"Alienware"
64008	"2017"
66238	"Newest"
49609	"Newest"
83765	"Samsung"
130623	"Lenovo"
67833	"2017"
61919	"Samsung"
72948	"HP"
63999	"Dell"
61450	"Newest"
100490	"HP"
38990	"Dell"
82861	"ACER"
72000	"HP"
NA	"Lenovo"
NA	"Asus"
28980	"Dell"
39980	"Dell"
21485	"Dell"
61450	"ACER"
59451	"HP"
101298	"Lenovo"
85000	"Asus"
62274	"2017"
102990	"Dell"
36402	"Dell"
41448	"Lenovo"
100187	"Dell"
109480	"Acer"
112990	"ASUS"
126047	"Samsung"
138164	"Dell"
44900	"HP"
105035	"Asus"
128113	"HP"
38990	"14\"\""
82861	"Acer"
72000	"14\"\""
NA	"Lastest"
NA	"ASUS"
28980	"Dell"
39980	"Dell"
21485	"Dell"
97887	"HP"
79579	"HP"
106876	"2017"
88774	"2017"
56896	"2017"
105852	"Newest"
40956	"2017"
148979.72	"Topseller"
119948	"Dell"
32986	"Lenovo"
134625.95	"2017"
135190.51	"Toshiba"
42523	"Lenovo"
133266	"Premium"
81943	"Toshiba"
84220	"Premium"
63599	"Premium"
112041	"LENOVO"
48926	"Lenovo"
118175	"Lenovo"
38990	"ASUS"
28980	"Dell"
39980	"Dell"
21485	"Dell"
48926	"Lenovo"
118175	"ASUS"
55870	"Newest"
64286	"2016"
26724	"TS"
104041	"2017"
64865	"Lenovo"
44485	"Top"
59490	"2017"
46649	"Asus"
72835	"2016"
72547	"Top"
52341	"2016"
132230	"2017"
101411	"2017"
69000	"HP"
149990	"Dell"
79990	"Dell"
78990	"Asus"
38990	"ASUS"
82861	"ASUS"
28980	"Dell"
39980	"Dell"
21485	"Dell"
46990	"Dell"
118075	"Lenovo"
75746	"Dell"
121487	"Lenovo"
118375	"2017"
116745	"Dell"
79130	"Dell"
157782	"Lenovo"
31207	"Dell"
35399	"HP"
117340	"SVVM"
49999	"HP"
51926	"Lenovo"
104713	"Acer"
92067	"2017"
138252	"2017"
83719	"Premium"
33800	"Asus"
38990	"2017"
82861	"Dell"
72000	"Lenovo"
28980	"Dell"
39980	"Dell"
21485	"Dell"
107104	"Lenovo"
90026	"ASUS"
53480	"2017"
49038	"HP"
67142	"2017"
89990	"Dell"
81990	"Asus"
26715	"DELL"
84333	"Dell"
132228	"Lenovo"
61562	"Dell"
82024	"Syntignis"
83194	"2017"
76445	"2016"
44372	"Acer"
118489	"Dell"
69990	"2017"
28590	"Dell"
38990	"ASUS"
82861	"Dell"
72000	"Lenovo"
28980	"Dell"
39980	"Dell"
21485	"Dell"
118489	"Dell"
69990	"ASUS"
78372	"Dell"
57009	"ASUS"
178406	"Yoga"
114960	"Lenovo"
32200	"Dell"
78086	"2017"
112683	"Dell"
59173	"2017"
157900	"2017"
67000	"Asus"
34499	"Dell"
129999	"Acer"
86101	"Acer"
72948	"Asus"
36900	"Dell"
293024	"2017"
38990	"Dell"
82861	"HP"
72000	"TS"
28980	"Dell"
39980	"Dell"
21485	"Dell"
293024	"TS"
38104	"Acer"
90756	"Acer"
199	"HP"
259004	"SCORIA®Laptop"
76229	"Lenovo"
115063	"TS"
33000	"2017"
64318	"Dell"
84119	"HP"
53593	"HP"
52341	"Asus"
56896	"Lenovo"
151203	"HP"
27294	"Lenovo"
50811	"Lenovo"
38990	"HP"
82861	"Dell"
72000	"Panasonic"
NA	"Acer"
NA	"Dell"
28980	"Dell"
39980	"Dell"
21485	"Dell"
53000	"LENOVO"
137677.59	"Lenovo"
23878	"Lenovo"
51052	"SAMSUNG"
32897	"HP"
66004	"Lenovo"
188345	"2017"
102910	"HP"
89829	"Lenovo"
67900	"HP"
65339	"14\""
101298	"Acer"
59968	"Newest"
123194	"Lenovo"
45511	"Lenovo"
699	"2017"
97308	"digitalhk"
34990	"HP"
77922	"Dell"
38990	"2017"
82861	"3"
28980	"Dell"
39980	"Dell"
21485	"Dell"
69532	"Acer"
106990	"2017"
37085	"HP"
65171	"2016"
46346	"Lenovo"
79999	"Dell"
55757	"2016"
83525	"Toshiba"
138078	"Lenovo"
58034	"2017"
74398	"HP"
96425	"2017"
93973	"Lastest"
94958	"Latitude"
69060	"Dell"
88942	"HP"
47666	"Acer"
61554	"HP"
25129	"2017"
66749	"Acer"
25999	"Reach"
28980	"Dell"
39980	"Dell"
21485	"Dell"
59154	"Acer"
48917	"HP"
59163	"HP"
39929	"2017"
45981	"ASUS"
54619	"HP"
58498.29	"ASUS"
35946	"Stream"
110406	"2017"
14000	"Lenovo"
54417	"C-110"
67825	"2016"
75000	"V310"
29000	"Dell"
54345	"2017"
117921	"ASUS"
42095	"Dell"
61411	"Executive"
38990	"Lenovo"
82861	"Newest"
72000	"2016"
28980	"Dell"
39980	"Dell"
21485	"Dell"
103174.5	"Newest"
75112	"2017"
82083	"Lenovo"
31848	"Acer"
64164	"HP"
50177	"ASUS"
92947	"HP"
63839	"HP"
75112	"Lenovo"
112683	"Newest"
75000	"Dell"
72483	"2016"
86685	"Newest"
50177	"HP"
105130	"HP"
59998	"Lenovo"
74198	"2017"
114159	"TS"
52341	"2017"
93442	"HP"
48138	"HP"
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
28980	"Dell"
39980	"Dell"
21485	"Dell"
138152	"ASUS"
70368	"Dell"
109267	"ASUS"
77972	"Toshiba"
67142	"Newest"
75278	"HP"
128735	"ASUS"
58489	"Lenovo"
47900	"HP"
75091	"Premium"
53530	"HP"
69444	"Lenovo"
63162	"2017"
61942	"Newest"
107104	"HP"
97882	"HP"
97345	"Newest"
46173	"HP"
85356	"Acer"
76251	"Newest"
38990	"Acer"
28980	"Dell"
39980	"Dell"
21485	"Dell"
42677	"Dell"
34571	"Lenovo"
107104	"Lenovo"
60312	"HP"
69400	"2017"
90026	"HP"
85021	"Lenovo"
67880	"2016"
79666	"Lenovo"
66779	"Lenovo"
91955	"2016"
39931	"Samsung"
73001	"Newest"
64978	"Dell"
118075	"2016"
71697	"Dell"
59778	"HP"
61441	"lenovo"
38990	"2017"
82861	"HP"
72000	"2016"
28980	"Dell"
39980	"Dell"
21485	"Dell"
56896	"2017"
117350	"Lenovo"
72835	"Asus"
69419	"HP"
59338	"2016"
64949	"2017"
78480	"2015"
65491	"Dell"
108243	"Lenovo"
44372	"Newest"
59541	"2016"
48089	"Dell"
43234	"Dell"
68281	"Acer"
87633	"HP"
84220	"HP"
85472	"Acer"
75268	"Apple"
107104	"Dell"
38990	"Dell"
82861	"2017"
28980	"Dell"
39980	"Dell"
21485	"Dell"
95605	"Newest"
31400	"2017"
67142	"2017"
88887	"Acer"
87796	"Dell"
76250	"Newest"
47787	"Dell"
55871	"Newest"
81943	"2017"
43094	"Lenovo"
54619	"2017"
122693	"Dell"
95655	"HP"
154814	"Lenovo"
61221	"2017"
71697	"Newest"
81237	"HP"
46761	"Latest"
57501	"HP"
52000	"Lenovo"
36541.33	"Bit"
28980	"Dell"
39980	"Dell"
21485	"Dell"
36541.33	"Bit"
60312	"2017"
63400	"2017"
118150	"HP"
44285	"Newest"
68867	"Dell"
42990	"ASUS-LT-/CI5/4/1TB/2GB/DOS/15.6/RED[R558UQ-DM542D]"
106990	"2017"
80897	"2016"
80140	"2016"
84220	"Dell"
143170	"ASUS"
44485	"2016"
118375	"Dell"
48230	"Amazon's"
54619	"Dell"
95718	"2017"
50177	"Lenovo"
79826	"Acer"
38990	"HP"
82861	"HP"
28980	"Dell"
39980	"Dell"
21485	"Dell"
50177	"HP"
79826	"HP"
107104	"2017"
64191	"Dell"
63580	"HP"
55968	"Dell"
56834	"Dell"
64978	"2016"
65889	"Dell"
54619	"Newest"
76364	"HP"
86800	"HP"
112683	"2017"
65063	"2016"
59033	"Dell"
53593	"Dell"
107105	"Lenovo"
64586	"2016"
72835	"Dell"
36402	"Newest"
38990	"2017"
28980	"Dell"
39980	"Dell"
21485	"Dell"
42064	"2017"
39490	"Newest"
124098	"NEW"
74500	"2016"
113802	"HP"
141988	"Dell"
34807	"Dell"
82429	"2016"
34500	"Dell"
47676	"Jumper"
87356	"HP"
79440	"Dell"
127307	"Acer"
113055	"Microsoft"
100363	"Newest"
15113	"SAMSUNG"
84220	"0CH099"
114960	"MGS"
138152	"2017"
38990	"Newest"
82861	"HP"
28980	"Dell"
39980	"Dell"
21485	"Dell"
138152	"HP"
133133	"HP"
101298	"HPTop"
63713	"Torra"
56896	"Dell"
35263	"Premium"
90026	"2017"
41028	"ASUS"
84220	"2017"
81490	"Newest"
112683	"Lenovo"
42208	"2017"
67142	"2017"
53379	"2017"
57918	"2017"
54578	"Lenovo"
55757	"Lenovo"
61450	"Dell"
72999	"2017"
59351	"Dell"
38990	"2017"
28980	"Dell"
39980	"Dell"
21485	"Dell"
72999	"Dell"
59351	"2017"
92896	"Lastest"
48921	"Lenovo"
61986	"HP"
109422	"HP"
107104	"HP"
84220	"2017"
82915	"2017"
99047	"Dell"
100337	"Lastest"
95297	"HP"
107393	"Maanya"
135623	"Lastest"
86101	"HP"
69419	"Dell"
64295	"Dell"
85801	"3"
116670	"HP"
38990	"DELL"
82861	"PCIe"
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
28980	"Dell"
39980	"Dell"
21485	"Dell"
101411	"2016"
61055	"Newest"
28483	"ASUS"
79438.53	"2017"
61450	"Dell"
38792	"Lenovo"
157900	"2017"
76634	"Alienware"
66793	"2016"
105738	"2016"
39931	"Dell"
57920	"Lenovo"
69522	"Dell"
71467	"Lenovo"
67256	"Dell"
109313	"2016"
78528	"HP"
47673	"2017"
104599	"Dell"
83765	"Newest"
38990	"HP"
28980	"Dell"
39980	"Dell"
21485	"Dell"
101411	"Newest"
88774	"2017"
81097	"2016"
72948	"Dell"
147869	"Lenovo"
76023	"HP"
113010	"Dell"
66004	"Dell"
67939	"2017"
33956	"Dell"
90026	"Dell"
84299	"Lenovo"
105738	"2017"
78528	"ASUS"
81943	"Dell"
66117	"2017"
63612	"2017"
68422	"2017"
64865	"2017"
38990	"Dell"
82861	"HP"
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
28980	"Dell"
39980	"Dell"
21485	"Dell"
73577	"Acer"
127310	"Lenovo"
58716	"HP"
84220	"2017"
66347	"Dell"
61562	"HP"
66227	"Dell"
151140	"Dell"
34125	"Dell"
42776	"Lenovo"
72835	"Newest"
54619	"Dell"
59173	"HP"
83228	"Dell"
50064	"HP"
59061	"Acer"
53490	"Dell"
35377	"2016"
97887	"Acer"
23876	"2017"
55510	"Acer"
28980	"Dell"
39980	"Dell"
21485	"Dell"
66575	"HP"
67345	"Acer"
61302	"2015"
77275	"Acer"
78453	"HP"
69730	"Dell"
46649	"HP"
60312	"Asus"
48925	"Acer"
66298	"Acer"
48469	"HP"
78651	"Dell"
66087	"Acer"
52794	"Lenovo"
156604	"Alienware"
122090	"Dell"
137914	"MSI"
72835	"Lenovo"
106534	"ASUS"
97994	"Premium"
38990	"Dell"
28980	"Dell"
39980	"Dell"
21485	"Dell"
118175	"Lenovo"
168368	"Lenovo"
122692	"2017"
63188	"HP"
69523	"Dell"
39504	"Premium"
118075	"HP"
96985	"HP"
100717	"HP"
71865	"Dell"
32849	"ASUS"
96839	"HP"
65865	"Lenovo"
45511	"Premium"
91865	"2017"
70671	"Dell"
124098	"HP"
101174	"HP"
71142	"Acer"
46865	"Lenovo"
71808	"Lenovo"
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
28980	"Dell"
39980	"Dell"
21485	"Dell"
110519	"2017"
137575	"HP"
95376	"Lenovo"
65637	"Dell"
85480.63	"Dell"
113055	"ASUS"
76364	"2017"
108497	"Dell"
80917	"HP"
78528	"HP"
42792	"Newest"
65865	"Newest"
63152	"Lenovo"
138152	"HP"
54619	"HP"
61817	"High"
69781	"Getac"
79072	"2017"
62006	"2017"
38990	"Latest"
82861	"2016"
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
28980	"Dell"
39980	"Dell"
21485	"Dell"
89913	"ASUS"
136145	"HP"
156610	"Lenovo"
62412	"Samsung"
112654	"2015"
61592	"HP"
135140	"HP"
64390	"Dell"
58147	"ASUS"
101298	"Newest"
67217	"2016"
61545	"ASUS"
82448	"2016"
122090	"Dell"
152232	"Lenovo"
90990	"ASUS"
88500	"Dell"
83765	"Dell"
46799	"Acer"
67141	"2017"
35263	"HP"
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
28980	"Dell"
39980	"Dell"
21485	"Dell"
91184	"HP"
92498	"HP"
89798	"ASUS"
90026	"2017"
58717	"HP"
40396	"Dell"
81463	"MOCA"
81464	"Lastest"
62216	"2017"
81496	"Dell"
54619	"HP"
89913	"2017"
99021	"2017"
101298	"2017"
81463	"Newest"
55301	"Lastest"
83807	"2017"
84220	"Acer"
71668	"2017"
92190	"Dell"
38990	"2017"
28980	"Dell"
39980	"Dell"
21485	"Dell"
99021	"Lenovo"
156591	"HP"
72720	"ASUS"
67255	"2016"
81371	"Lenovo"
115073	"Lenovo"
58581	"HP"
48926	"Newest"
78576	"New"
58844	"Newest"
66871	"Acer"
65595	"2016"
65304	"Acer"
83381	"HP"
53047	"HP"
62361	"Dell"
63408	"HP"
88327	"HP"
77149	"Pavilion"
59854	"ASUS"
111858	"HP"
28980	"Dell"
39980	"Dell"
21485	"Dell"
57009	"Dell"
89798	"2016"
28950	"Lenovo"
122604	"ASUS"
88887	"Lenovo"
44485	"HP"
94499	"Newest"
83821	"ASUS"
55507	"Lastest"
54417	"Acer"
80453	"HP"
69532	"HP"
67306	"2016"
76104	"2016"
67704	"Dell"
74683	"Acer"
63821	"Acer"
56231	"HP"
60300	"HP"
66828	"Lenovo"
38990	"2016"
28980	"Dell"
39980	"Dell"
21485	"Dell"
67704	"Acer"
74683	"Acer"
63821	"HP"
118366	"ASUS"
110943	"HP"
82355	"2016"
68158	"2016"
62950	"HP"
62839	"Dell"
64270	"Dell"
58072	"Dell"
80988	"Dell"
64566	"2016"
69260	"2016"
33886	"Lenovo"
57252.8	"2016"
81340	"2016"
62996	"2016"
73974	"LENOVO"
36511	"2016"
92655	"2016"
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
28980	"Dell"
39980	"Dell"
21485	"Dell"
55870	"Lenovo"
60187	"2015"
37082	"HP"
59947	"2015"
68181	"2015"
81626	"Acer"
66573	"Dell"
54249	"HP"
61253	"HP"
64997	"HP"
63792	"HP"
62019	"Acer"
56500	"Dell"
63839	"Dell"
79406	"HP"
60779	"Acer"
81892	"HP"
102838	"DELL"
84220	"Lenovo"
92225	"HP"
69302	"Newest"
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
28980	"Dell"
39980	"Dell"
21485	"Dell"
63560	"HP"
72236	"Latest"
76499	"Lenovo"
109437	"Lastest"
48862	"HP"
74315	"Dell"
107103	"ASUS"
65965	"Acer"
64799	"HP"
114121	"Lenovo"
79312	"Acer"
132703	"Lenovo"
119592	"Lenovo"
122692	"Dell"
111545	"Lenovo"
112755	"Dell"
118075	"Lenovo"
132703	"Lenovo"
109722	"Lenovo"
76251	"Lenovo"
84220	"Lenovo"
28980	"Dell"
39980	"Dell"
21485	"Dell"
104140	"HP"
130964	"HP"
95605	"HP"
43650	"HP"
1992.34	"MightySkins"
118075	"Dell"
87636	"ASUS"
46167	"Newest"
105865	"Dell"
126106	"Dell"
134137	"Dell"
54619	"Dell"
67007	"Dell"
118375	"Dell"
70101	"Samsung"
50177	"2017"
46535	"2016"
38990	"Dell"
82861	"2017"
72000	"Dell"
NA	"2016"
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
28980	"Dell"
39980	"Dell"
21485	"Dell"
54619	"HP"
112654	"Newest"
107104	"Lenovo"
92415	"DELL"
94575	"2017"
100272	"Lenovo"
133144	"Lenovo"
29457	"Lenovo"
72943	"HP"
40956	"2017"
45613	"HP"
55860	"2017"
61224	"HP"
54357	"HP"
52341	"Premium"
54619	"Premium"
84219	"Top"
71216	"2017"
101181	"Samsung"
92531	"2017"
62701	"HP"
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
28980	"Dell"
39980	"Dell"
21485	"Dell"
81943	"2016"
112687	"Thinkpad"
64749	"2016"
64702	"EliteBook"
71958	"HP"
46808	"2016"
118371	"2016"
78206	"HP"
84333	"Dell"
126106	"Lenovo"
74036	"Newest"
122693	"2016"
57046	"HP"
118375	"Lenovo"
63716	"Dell"
80209	"Dell"
73733	"HP"
102471	"Lenovo"
97426	"HP"
75454	"2016"
63784	"Dell"
28980	"Dell"
39980	"Dell"
21485	"Dell"
89034	"HP"
77005	"HP"
80209	"Dell"
82478	"HP"
95605	"Lenovo"
87150	"HP"
125604	"HP"
106990	"HP"
95490	"HP"
48981.68	"HP"
74504	"HP"
76612	"Inspiron"
107104	"ASUS"
89165	"Acer"
74315	"DELL"
122692	"Dell"
101298	"2017Â Flagship"
47787	"2017"
1992.34	"MightySkins"
101298	"2017"
78528	"2017"
28980	"Dell"
39980	"Dell"
21485	"Dell"
48926	"2017"
60763	"Newest"
133133	"HP"
90937	"Asus"
95605	"Acer"
63907	"HP"
66266	"DELL"
126226	"Dell"
63560	"HP"
81943	"Lenovo"
999	"HP"
79924	"2017"
76355	"New"
110533	"2016"
93328	"2016"
144804	"Dell"
85370	"Dell"
95717	"Lenovo"
38990	"Lenovo"
82861	"HP"
72000	"Dell"
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
28980	"Dell"
39980	"Dell"
21485	"Dell"
60776	"HP"
62075	"HP"
122090	"HP"
86453	"HP"
53593	"Dell"
63255	"HP"
84333	"2017"
113010	"Dell"
63726	"2017"
114960	"2017"
53593	"2017"
92367	"Acer"
97499	"Lenovo"
46071	"2017"
51260	"2017"
92190	"Lenovo"
92190	"2017"
65888	"2017"
59287	"HP"
63133	"HP"
50177	"HP"
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
28980	"Dell"
39980	"Dell"
21485	"Dell"
68394	"Acer"
56053	"Dell"
79231	"2017"
81063	"Dell"
97172	"HP"
143546.96	"TS"
133232	"ASUS"
80797	"HP"
157122	"Lenovo"
72948	"Dell"
50177	"2017"
131596	"14\"\""
31029	"Dell"
79884	"Dell"
76458	"Dell"
51587	"HP"
94467	"Lenovo"
49038	"Dell"
62755	"Lenovo"
38990	"Acer"
82861	"Lenovo"
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
NA	NA
28980	"Dell"
39980	"Dell"
21485	"Dell"
62216	"Dell"
84220	"Lenovo"
60882	"2016"
95605	"Asus"
61358	"2016"
57926	"Newest"
66695	"HP"
76274	"Dell"
70671	"Lenovo"
64555	"Dell"
71920	"HP"
52454	"ASUS"
54619	"Newest"
57782	"2016"
46420	"HP"
65438	"2016"
60131	"2016"
66195	"2016"
68281	"Lenovo"
73213	"2016"
55093	"2016"
28980	"Dell"
39980	"Dell"
21485	"Dell"
63899	"HP"
56896	"Dell"
57920	"2016"
60312	"2016"
58443	"2016"
50064	"Dell"
63157	"Dell"
60837	"Newest"
61137	"HP"
67142	"Lenovo"
62817	"2015"
62006	"HP"
64093	"Dell"
61450	"LENOVO"
61562	"Acer"
61450	"HP"
52446	"Dell"
62625	"Dell"
72461	"HP"
56398	"Dell"
123195	"Dell"
28980	"Dell"
39980	"Dell"
21485	"Dell"
84683	"HP"
65819	"2016"
133656	"Lenovo"
77389	"Dell"
73684	"HP"
70558	"HP"
123094	"Lenovo"
61103	"HP"
69419	"Lenovo"
